Date,oil/day
2013-10-01,298.33
2013-11-01,315.13
2013-12-01,222.06
2014-01-01,172.77
2014-02-01,141.39
2014-03-01,121.35
2014-04-01,105.87
2014-05-01,80.11
2014-06-01,6.22
2014-09-01,14.4
2014-10-01,17.94
2014-11-01,16.2
2014-12-01,16.45
2015-01-01,16.0
2015-02-01,16.31
2015-03-01,16.33
2015-04-01,15.3
2015-05-01,12.94
2015-06-01,11.93
2015-07-01,11.0
2015-08-01,10.13
2015-09-01,9.79
2015-10-01,9.45
2015-11-01,9.9
2015-12-01,7.71
2016-01-01,9.94
2016-02-01,8.76
2016-03-01,8.26
2016-04-01,7.1
2016-05-01,7.71
2016-06-01,6.33
2016-07-01,3.61
2016-08-01,7.23
2016-09-01,6.43
2016-10-01,6.68
2016-11-01,8.27
2016-12-01,8.1
2017-01-01,8.03
2017-02-01,9.68
2017-03-01,7.16
2017-04-01,7.9
2017-05-01,6.81
2017-06-01,6.97
2017-07-01,6.45
2017-08-01,6.19
2017-09-01,7.27
2017-10-01,8.24
2017-11-01,6.8
2017-12-01,6.29
2018-01-01,6.45
2018-02-01,5.57
2018-03-01,5.68
2018-04-01,5.3
2018-05-01,5.45
2018-06-01,4.27
2018-07-01,4.55
2018-08-01,5.26
2018-09-01,3.97
2018-10-01,4.71
2018-11-01,4.57
2018-12-01,4.29
2019-01-01,5.03
2019-02-01,4.04
2019-03-01,3.58
2019-04-01,4.88
2019-05-01,3.0
2019-06-01,1.0
2021-03-01,22.0
