Date,oil/day
2013-11-01,275.43
2013-12-01,401.39
2014-01-01,278.06
2014-02-01,295.57
2014-03-01,235.52
2014-04-01,197.93
2014-05-01,179.39
2014-06-01,159.27
2014-07-01,143.13
2014-08-01,125.06
2014-09-01,116.2
2014-10-01,106.61
2014-11-01,100.73
2014-12-01,89.87
2015-01-01,78.0
2015-02-01,76.04
2015-03-01,80.58
2015-04-01,76.93
2015-05-01,75.48
2015-06-01,67.43
2015-07-01,62.55
2015-08-01,61.48
2015-09-01,53.6
2015-10-01,55.97
2015-11-01,55.27
2015-12-01,49.58
2016-01-01,58.65
2016-02-01,53.55
2016-03-01,43.87
2016-04-01,45.67
2016-05-01,43.1
2016-06-01,31.4
2016-07-01,50.32
2016-08-01,42.23
2016-09-01,47.7
2016-10-01,42.97
2016-11-01,47.37
2016-12-01,40.1
2017-01-01,35.35
2017-02-01,37.71
2017-03-01,34.35
2017-04-01,33.77
2017-05-01,31.77
2017-06-01,32.37
2017-07-01,29.42
2017-08-01,31.26
2017-09-01,30.8
2017-10-01,32.33
2017-11-01,30.93
2017-12-01,24.61
2018-01-01,28.1
2018-02-01,26.96
2018-03-01,25.06
2018-04-01,23.9
2018-05-01,22.77
2018-06-01,20.13
2018-07-01,22.19
2018-08-01,19.71
2018-09-01,20.13
2018-10-01,20.55
2018-11-01,20.23
2018-12-01,20.37
2019-01-01,20.26
2019-02-01,17.6
2019-03-01,21.1
2019-04-01,0.8
2019-06-01,36.67
2019-07-01,20.9
2019-08-01,13.71
2019-09-01,11.41
2019-10-01,7.67
2021-01-01,112.11
2021-02-01,44.54
2021-03-01,25.57
2021-04-01,15.0
2021-05-01,16.23
2021-06-01,15.63
2021-07-01,19.35
2021-08-01,17.06
2021-09-01,16.93
2021-10-01,16.13
2021-11-01,16.43
2021-12-01,15.23
