Date,oil/day
2013-11-01,260.79
2013-12-01,322.65
2014-01-01,148.83
2014-02-01,236.71
2014-03-01,180.06
2014-04-01,146.2
2014-05-01,124.65
2014-06-01,109.07
2014-07-01,99.03
2014-08-01,89.39
2014-09-01,83.6
2014-10-01,76.48
2014-11-01,79.27
2014-12-01,68.81
2015-01-01,64.35
2015-02-01,63.61
2015-03-01,68.71
2015-04-01,65.33
2015-05-01,64.23
2015-06-01,56.13
2015-07-01,54.55
2015-08-01,51.1
2015-09-01,53.8
2015-10-01,50.23
2015-11-01,47.37
2015-12-01,44.68
2016-01-01,52.71
2016-02-01,50.97
2016-03-01,43.87
2016-04-01,44.53
2016-05-01,40.77
2016-06-01,43.0
2016-07-01,45.07
2016-08-01,38.81
2016-09-01,33.73
2016-10-01,35.94
2016-11-01,37.07
2016-12-01,34.55
2017-01-01,19.36
2017-02-01,40.05
2017-03-01,27.13
2017-04-01,25.7
2017-05-01,33.68
2017-06-01,29.07
2017-07-01,15.41
2017-08-01,31.29
2017-09-01,28.63
2017-10-01,35.0
2017-11-01,26.87
2017-12-01,23.97
2018-01-01,26.77
2018-02-01,26.32
2018-03-01,26.52
2018-04-01,23.03
2018-05-01,21.39
2018-06-01,20.59
2018-07-01,22.77
2018-08-01,19.68
2018-09-01,21.97
2018-10-01,19.52
2018-11-01,20.77
2018-12-01,20.74
2019-01-01,21.39
2019-02-01,20.04
2019-03-01,20.61
2019-04-01,1.5
