API,oil/day,Date
05123454500000,496.80,9/1/19
05123454500000,524.87,10/1/19
05123454500000,507.97,11/1/19
05123454500000,267.48,12/1/19
05123454500000,184.48,1/1/20
05123454500000,135.90,2/1/20
05123454500000,97.65,3/1/20
05123454500000,90.30,4/1/20
05123454500000,72.45,5/1/20
05123454500000,62.83,6/1/20
05123454500000,56.52,7/1/20
05123454500000,41.35,8/1/20
05123454500000,43.60,9/1/20
05123454500000,41.10,10/1/20
05123454500000,31.60,11/1/20
05123454500000,27.35,12/1/20
05123454500000,30.32,1/1/21
05123454500000,29.79,2/1/21
05123454500000,28.74,3/1/21
05123454500000,29.00,4/1/21
05123454500000,24.00,5/1/21
05123454500000,21.67,6/1/21
05123454500000,20.84,7/1/21
05123454500000,20.19,8/1/21
05123454500000,19.23,9/1/21
05123454500000,17.74,10/1/21
05123454500000,16.60,11/1/21
05123454500000,15.84,12/1/21
05123454490000,431.61,8/1/19
05123454490000,519.93,9/1/19
05123454490000,516.43,10/1/19
05123454490000,519.80,11/1/19
05123454490000,289.81,12/1/19
05123454490000,282.13,1/1/20
05123454490000,161.52,2/1/20
05123454490000,119.52,3/1/20
05123454490000,97.80,4/1/20
05123454490000,78.32,5/1/20
05123454490000,66.20,6/1/20
05123454490000,53.52,7/1/20
05123454490000,45.16,8/1/20
05123454490000,35.83,9/1/20
05123454490000,35.58,10/1/20
05123454490000,21.93,11/1/20
05123454490000,19.21,12/1/20
05123454490000,36.39,1/1/21
05123454490000,38.82,2/1/21
05123454490000,36.57,3/1/21
05123454490000,29.37,4/1/21
05123454490000,41.58,5/1/21
05123454490000,31.40,6/1/21
05123454490000,26.26,7/1/21
05123454490000,21.74,8/1/21
05123454490000,18.90,9/1/21
05123454490000,18.39,10/1/21
05123454490000,17.30,11/1/21
05123454490000,17.45,12/1/21
05123454480000,380.04,8/1/19
05123454480000,544.57,9/1/19
05123454480000,576.87,10/1/19
05123454480000,491.50,11/1/19
05123454480000,337.94,12/1/19
05123454480000,248.71,1/1/20
05123454480000,198.48,2/1/20
05123454480000,168.68,3/1/20
05123454480000,142.50,4/1/20
05123454480000,127.94,5/1/20
05123454480000,110.07,6/1/20
05123454480000,97.45,7/1/20
05123454480000,80.06,8/1/20
05123454480000,76.10,9/1/20
05123454480000,67.03,10/1/20
05123454480000,54.13,11/1/20
05123454480000,10.00,12/1/20
05123454480000,52.23,1/1/21
05123454480000,52.21,2/1/21
05123454480000,44.77,3/1/21
05123454480000,43.57,4/1/21
05123454480000,38.71,5/1/21
05123454480000,34.73,6/1/21
05123454480000,32.65,7/1/21
05123454480000,29.58,8/1/21
05123454480000,27.53,9/1/21
05123454480000,26.84,10/1/21
05123454480000,25.80,11/1/21
05123454480000,17.71,12/1/21
05123454470100,366.00,8/1/19
05123454470100,501.15,9/1/19
05123454470100,576.96,10/1/19
05123454470100,490.50,11/1/19
05123454470100,355.90,12/1/19
05123454470100,316.71,1/1/20
05123454470100,238.45,2/1/20
05123454470100,167.87,3/1/20
05123454470100,139.70,4/1/20
05123454470100,115.29,5/1/20
05123454470100,99.77,6/1/20
05123454470100,84.58,7/1/20
05123454470100,75.32,8/1/20
05123454470100,74.90,9/1/20
05123454470100,74.00,10/1/20
05123454470100,64.00,11/1/20
05123454470100,54.29,12/1/20
05123454470100,70.58,1/1/21
