API,oil/day,Date
05123371490000,10.50,12/1/18
05123371490000,9.59,1/1/19
05123371490000,10.04,2/1/19
05123371490000,8.94,3/1/19
05123371490000,1.50,4/1/19
05123371490000,11.00,5/1/19
05123371490000,14.88,6/1/19
05123371490000,9.20,7/1/19
05123371490000,6.84,8/1/19
05123371490000,6.38,9/1/19
05123371490000,10.64,10/1/19
05123371490000,10.17,11/1/19
05123371490000,10.26,12/1/19
05123371490000,9.77,1/1/20
05123371490000,10.24,2/1/20
05123371490000,11.06,3/1/20
05123371490000,9.53,4/1/20
05123371490000,8.97,5/1/20
05123371490000,9.03,6/1/20
05123371490000,8.52,7/1/20
05123371490000,8.84,8/1/20
05123371490000,8.30,9/1/20
05123371490000,8.10,10/1/20
05123371490000,8.13,11/1/20
05123371490000,7.65,12/1/20
05123371490000,7.61,1/1/21
05123371490000,7.21,2/1/21
05123371490000,6.68,3/1/21
05123371490000,7.13,4/1/21
05123371490000,6.71,5/1/21
05123371490000,6.77,6/1/21
05123371490000,7.13,7/1/21
05123371490000,6.61,8/1/21
05123371490000,6.57,9/1/21
05123371490000,6.45,10/1/21
05123371490000,6.13,11/1/21
05123371490000,5.94,12/1/21
05123371480000,254.77,9/1/13
05123371480000,341.42,10/1/13
05123371480000,271.23,11/1/13
05123371480000,192.57,12/1/13
05123371480000,171.67,1/1/14
05123371480000,144.46,2/1/14
05123371480000,125.77,3/1/14
05123371480000,111.07,4/1/14
05123371480000,97.39,5/1/14
05123371480000,93.37,6/1/14
05123371480000,78.77,7/1/14
05123371480000,68.87,8/1/14
05123371480000,62.97,9/1/14
05123371480000,56.52,10/1/14
05123371480000,52.47,11/1/14
05123371480000,51.39,12/1/14
05123371480000,49.03,1/1/15
05123371480000,43.14,2/1/15
05123371480000,41.84,3/1/15
05123371480000,39.47,4/1/15
05123371480000,37.84,5/1/15
05123371480000,34.00,6/1/15
05123371480000,31.74,7/1/15
05123371480000,29.19,8/1/15
05123371480000,27.67,9/1/15
05123371480000,27.77,10/1/15
05123371480000,25.67,11/1/15
05123371480000,20.55,12/1/15
05123371480000,24.52,1/1/16
05123371480000,22.17,2/1/16
05123371480000,21.16,3/1/16
05123371480000,19.70,4/1/16
05123371480000,20.61,5/1/16
05123371480000,17.83,6/1/16
05123371480000,15.19,7/1/16
05123371480000,18.45,8/1/16
05123371480000,21.67,9/1/16
05123371480000,22.90,10/1/16
05123371480000,20.60,11/1/16
05123371480000,20.61,12/1/16
05123371480000,18.52,1/1/17
05123371480000,16.11,2/1/17
05123371480000,18.71,3/1/17
05123371480000,16.07,4/1/17
05123371480000,15.35,5/1/17
05123371480000,14.34,6/1/17
05123371480000,14.42,7/1/17
05123371480000,13.68,8/1/17
05123371480000,13.33,9/1/17
05123371480000,11.71,10/1/17
05123371480000,14.63,11/1/17
05123371480000,13.74,12/1/17
05123371480000,13.55,1/1/18
05123371480000,13.29,2/1/18
05123371480000,14.65,3/1/18
05123371480000,13.33,4/1/18
05123371480000,12.61,5/1/18
05123371480000,11.56,6/1/18
05123371480000,11.87,7/1/18
05123371480000,11.23,8/1/18
05123371480000,10.73,9/1/18
05123371480000,10.45,10/1/18
05123371480000,9.96,11/1/18
05123371480000,10.97,12/1/18
05123371480000,9.97,1/1/19
05123371480000,9.43,2/1/19
05123371480000,8.97,3/1/19
05123371480000,1.00,4/1/19
05123371480000,#VALUE!,5/1/19
05123371480000,13.10,6/1/19
05123371480000,8.47,7/1/19
05123371480000,6.94,8/1/19
05123371480000,8.22,9/1/19
05123371480000,8.65,10/1/19
05123371480000,7.17,11/1/19
05123371480000,7.39,12/1/19
05123371480000,7.55,1/1/20
05123371480000,8.14,2/1/20
05123371480000,8.42,3/1/20
05123371480000,8.00,4/1/20
05123371480000,7.90,5/1/20
