Date,oil/day
2019-06-01,9.7
2019-07-01,109.71
2019-08-01,178.58
2019-09-01,172.8
2019-10-01,167.77
2019-11-01,102.48
2019-12-01,101.46
2020-01-01,122.84
2020-02-01,31.1
2020-03-01,0.13
2020-04-01,50.33
2020-05-01,124.97
2020-06-01,107.27
2020-07-01,104.48
2020-08-01,99.8
2020-09-01,91.7
2020-10-01,81.48
2020-11-01,76.5
2020-12-01,70.48
2021-01-01,64.03
2021-02-01,58.36
2021-03-01,57.29
2021-04-01,59.47
2021-05-01,54.94
2021-06-01,55.6
2021-07-01,52.39
2021-08-01,50.29
2021-09-01,47.97
2021-10-01,46.32
2021-11-01,45.07
2021-12-01,42.97
