Date,oil/day
2019-08-01,165.0
2019-09-01,228.53
2019-10-01,256.32
2019-11-01,319.14
2019-12-01,259.03
2020-01-01,191.45
2020-02-01,184.41
2020-03-01,151.39
2020-04-01,54.67
2020-05-01,77.39
2020-06-01,88.3
2020-07-01,83.0
2020-08-01,74.42
2020-09-01,63.97
2020-10-01,60.97
2020-11-01,60.27
2020-12-01,60.23
2021-01-01,57.52
2021-02-01,49.43
2021-03-01,48.9
2021-04-01,50.2
2021-05-01,38.39
2021-06-01,33.83
2021-07-01,29.52
2021-08-01,24.32
2021-09-01,24.7
2021-10-01,30.29
2021-11-01,32.27
2021-12-01,32.61
