Date,oil/day
2019-06-01,293.22
2019-07-01,417.16
2019-08-01,509.97
2019-09-01,505.57
2019-10-01,380.61
2019-11-01,307.0
2019-12-01,270.43
2020-01-01,212.32
2020-02-01,152.9
2020-03-01,181.19
2020-04-01,156.43
2020-05-01,139.45
2020-06-01,129.87
2020-07-01,115.13
2020-08-01,111.03
2020-09-01,98.77
2020-10-01,100.48
2020-11-01,94.47
2020-12-01,87.45
2021-01-01,79.77
2021-02-01,69.86
2021-03-01,66.29
2021-04-01,64.77
2021-05-01,51.26
2021-06-01,50.23
2021-07-01,39.42
2021-08-01,50.35
2021-09-01,40.57
2021-10-01,38.74
2021-11-01,40.4
2021-12-01,33.03
