Date,oil/day
2019-08-01,258.87
2019-09-01,333.33
2019-10-01,412.26
2019-11-01,403.31
2019-12-01,323.48
2020-01-01,243.81
2020-02-01,193.89
2020-03-01,191.61
2020-04-01,73.2
2020-05-01,97.1
2020-06-01,110.8
2020-07-01,102.29
2020-08-01,93.35
2020-09-01,89.57
2020-10-01,79.23
2020-11-01,77.73
2020-12-01,77.47
2021-01-01,71.55
2021-02-01,69.79
2021-03-01,64.52
2021-04-01,66.73
2021-05-01,60.81
2021-06-01,59.07
2021-07-01,54.68
2021-08-01,55.48
2021-09-01,50.6
2021-10-01,49.29
2021-11-01,50.83
2021-12-01,49.42
