Date,oil/day
2019-08-01,124.81
2019-09-01,214.67
2019-10-01,268.68
2019-11-01,258.86
2019-12-01,198.93
2020-01-01,142.61
2020-02-01,119.53
2020-03-01,91.55
2020-04-01,54.3
2020-05-01,81.0
2020-06-01,75.33
2020-07-01,64.42
2020-08-01,58.68
2020-09-01,54.43
2020-10-01,49.97
2020-11-01,46.6
2020-12-01,41.68
2021-01-01,35.55
2021-02-01,46.11
2021-03-01,27.48
2021-04-01,32.63
2021-05-01,38.48
2021-06-01,42.67
2021-07-01,39.45
2021-08-01,38.0
2021-09-01,36.87
2021-10-01,33.94
2021-11-01,26.07
2021-12-01,17.39
