Date,oil/day
2013-09-01,330.97
2013-10-01,296.9
2013-11-01,228.2
2013-12-01,178.32
2014-01-01,162.07
2014-02-01,141.32
2014-03-01,132.97
2014-04-01,117.93
2014-05-01,107.29
2014-06-01,102.97
2014-07-01,96.1
2014-08-01,89.74
2014-09-01,84.0
2014-10-01,83.06
2014-11-01,75.47
2014-12-01,72.81
2015-01-01,73.1
2015-02-01,62.61
2015-03-01,66.42
2015-04-01,63.43
2015-05-01,63.13
2015-06-01,58.17
2015-07-01,57.35
2015-08-01,46.06
2015-09-01,49.13
2015-10-01,50.52
2015-11-01,50.9
2015-12-01,40.71
2016-01-01,52.06
2016-02-01,49.52
2016-03-01,43.58
2016-04-01,48.37
2016-05-01,46.97
2016-06-01,40.21
2016-07-01,48.39
2016-08-01,41.55
2016-09-01,35.11
2016-10-01,48.23
2016-11-01,43.07
2016-12-01,29.04
2017-01-01,24.33
2017-02-01,43.36
2017-03-01,42.58
2017-04-01,31.67
2017-05-01,26.0
2017-06-01,32.9
2017-07-01,18.03
2017-08-01,33.28
2017-09-01,38.03
2017-10-01,27.05
2017-11-01,32.77
2017-12-01,28.65
2018-01-01,22.19
2018-02-01,30.18
2018-03-01,31.16
2018-04-01,27.77
2018-05-01,26.84
2018-06-01,24.36
2018-07-01,27.26
2018-08-01,25.42
2018-09-01,24.6
2018-10-01,24.39
2018-11-01,22.61
2018-12-01,27.87
2019-01-01,33.55
2019-02-01,32.46
2019-03-01,36.2
2019-04-01,9.0
2019-06-01,4.6
2019-07-01,30.73
2019-08-01,13.87
2019-09-01,17.45
2019-10-01,33.0
2019-11-01,29.57
2019-12-01,41.71
2020-01-01,35.97
2020-02-01,19.24
2020-03-01,19.26
2020-04-01,21.67
2020-05-01,24.1
2020-06-01,18.77
2020-07-01,18.45
2020-08-01,17.71
2020-09-01,19.97
2020-10-01,21.84
2020-11-01,21.8
2020-12-01,21.13
2021-01-01,22.19
2021-02-01,20.0
2021-03-01,21.84
2021-04-01,21.23
2021-05-01,25.87
2021-06-01,21.2
2021-07-01,17.65
2021-08-01,17.48
2021-09-01,17.83
2021-10-01,18.58
2021-11-01,19.8
2021-12-01,21.26
