Date,oil/day
2013-09-01,318.03
2013-10-01,376.77
2013-11-01,337.63
2013-12-01,241.74
2014-01-01,224.87
2014-02-01,183.86
2014-03-01,170.55
2014-04-01,154.27
2014-05-01,131.29
2014-06-01,126.43
2014-07-01,114.84
2014-08-01,103.74
2014-09-01,94.53
2014-10-01,89.52
2014-11-01,82.03
2014-12-01,77.97
2015-01-01,69.1
2015-02-01,68.25
2015-03-01,67.16
2015-04-01,62.03
2015-05-01,61.42
2015-06-01,54.77
2015-07-01,51.61
2015-08-01,50.48
2015-09-01,47.27
2015-10-01,47.42
2015-11-01,44.6
2015-12-01,30.74
2016-01-01,44.29
2016-02-01,45.72
2016-03-01,42.19
2016-04-01,38.6
2016-05-01,39.61
2016-06-01,36.21
2016-07-01,40.35
2016-08-01,43.32
2016-09-01,37.43
2016-10-01,42.97
2016-11-01,36.9
2016-12-01,37.71
2017-01-01,35.39
2017-02-01,26.14
2017-03-01,36.32
2017-04-01,33.9
2017-05-01,33.39
2017-06-01,27.59
2017-07-01,33.87
2017-08-01,27.26
2017-09-01,26.67
2017-10-01,21.38
2017-11-01,28.87
2017-12-01,27.0
2018-01-01,27.29
2018-02-01,25.11
2018-03-01,20.94
2018-04-01,23.53
2018-05-01,23.45
2018-06-01,19.72
2018-07-01,23.97
2018-08-01,20.31
2018-09-01,21.03
2018-10-01,19.84
2018-11-01,18.36
2018-12-01,19.19
2019-01-01,12.07
2019-02-01,17.21
2019-03-01,13.77
2019-04-01,2.0
2019-07-01,22.75
2019-08-01,13.42
2019-09-01,11.14
2019-10-01,20.36
2019-11-01,18.83
2019-12-01,15.39
2020-01-01,15.61
2020-02-01,17.45
2020-03-01,17.48
2020-04-01,15.23
2020-05-01,14.45
2020-06-01,13.67
2020-07-01,13.32
2020-08-01,13.87
2020-09-01,14.17
2020-10-01,13.42
2020-11-01,11.83
2020-12-01,12.48
2021-01-01,12.84
2021-02-01,12.18
2021-03-01,11.13
2021-04-01,11.33
2021-05-01,10.94
2021-06-01,10.37
2021-07-01,10.39
2021-08-01,10.42
2021-09-01,10.63
2021-10-01,11.19
2021-11-01,10.63
2021-12-01,10.81
