Date,oil/day
2013-09-01,196.53
2013-10-01,359.45
2013-11-01,321.57
2013-12-01,232.26
2014-01-01,186.27
2014-02-01,157.29
2014-03-01,140.45
2014-04-01,120.13
2014-05-01,101.94
2014-06-01,94.17
2014-07-01,86.39
2014-08-01,79.42
2014-09-01,67.17
2014-10-01,62.0
2014-11-01,57.73
2014-12-01,54.29
2015-01-01,53.1
2015-02-01,45.79
2015-03-01,45.26
2015-04-01,42.7
2015-05-01,40.84
2015-06-01,38.8
2015-07-01,38.84
2015-08-01,35.16
2015-09-01,32.3
2015-10-01,32.68
2015-11-01,30.27
2015-12-01,22.35
2016-01-01,33.0
2016-02-01,31.48
2016-03-01,27.71
2016-04-01,25.4
2016-05-01,23.61
2016-06-01,25.48
2016-07-01,31.1
2016-08-01,28.29
2016-09-01,26.11
2016-10-01,31.71
2016-11-01,26.07
2016-12-01,28.0
2017-01-01,25.39
2017-02-01,13.57
2017-03-01,2.81
2017-04-01,6.37
2017-05-01,6.65
2017-06-01,29.55
2017-07-01,23.61
2017-08-01,21.26
2017-09-01,20.23
2017-10-01,18.29
2017-11-01,18.73
2017-12-01,17.03
2018-01-01,17.1
2018-02-01,15.29
2018-03-01,15.32
2018-04-01,14.83
2018-05-01,14.87
2018-06-01,12.92
2018-07-01,14.55
2018-08-01,12.55
2018-09-01,11.8
2018-10-01,12.0
2018-11-01,12.79
2018-12-01,3.47
2019-01-01,10.34
2019-02-01,7.57
2019-03-01,11.71
2019-04-01,1.5
2019-06-01,30.94
2019-07-01,14.4
2019-08-01,6.77
2019-09-01,9.58
2019-10-01,12.86
2019-11-01,8.73
2019-12-01,6.81
2020-01-01,7.26
2020-02-01,8.34
2020-03-01,8.74
2020-04-01,7.93
2020-05-01,7.48
2020-06-01,7.37
2020-07-01,7.52
2020-08-01,7.52
2020-09-01,7.4
2020-10-01,7.23
2020-11-01,7.33
2020-12-01,7.1
2021-01-01,7.23
2021-02-01,7.14
2021-03-01,6.55
2021-04-01,6.77
2021-05-01,6.48
2021-06-01,6.1
2021-07-01,6.03
2021-08-01,6.03
2021-09-01,5.97
2021-10-01,6.16
2021-11-01,6.17
2021-12-01,6.19
