Date,oil/day
2013-09-01,346.58
2013-10-01,452.68
2013-11-01,331.63
2013-12-01,260.82
2014-01-01,214.57
2014-02-01,169.75
2014-03-01,147.23
2014-04-01,128.03
2014-05-01,108.68
2014-06-01,102.07
2014-07-01,90.97
2014-08-01,83.29
2014-09-01,74.27
2014-10-01,70.48
2014-11-01,62.3
2014-12-01,57.1
2015-01-01,52.29
2015-02-01,49.61
2015-03-01,48.97
2015-04-01,43.8
2015-05-01,42.23
2015-06-01,38.2
2015-07-01,34.32
2015-08-01,34.81
2015-09-01,32.2
2015-10-01,31.81
2015-11-01,30.5
2015-12-01,18.42
2016-01-01,29.65
2016-02-01,26.38
2016-03-01,27.45
2016-04-01,23.87
2016-05-01,22.26
2016-06-01,21.93
2016-07-01,30.43
2016-08-01,24.68
2016-09-01,19.19
2016-10-01,23.26
2016-11-01,17.33
2016-12-01,15.0
2017-01-01,13.1
2017-02-01,13.46
2017-03-01,13.58
2017-04-01,12.77
2017-05-01,10.94
2017-06-01,11.93
2017-07-01,13.55
2017-08-01,12.65
2017-09-01,11.6
2017-10-01,12.24
2017-11-01,15.83
2017-12-01,14.45
2018-01-01,14.58
2018-02-01,12.82
2018-03-01,12.23
2018-04-01,12.0
2018-05-01,12.23
2018-06-01,10.8
2018-07-01,12.29
2018-08-01,11.03
2018-09-01,11.2
2018-10-01,10.94
2018-11-01,10.29
2018-12-01,10.5
2019-01-01,9.59
2019-02-01,10.04
2019-03-01,8.94
2019-04-01,1.5
2019-05-01,11.0
2019-06-01,14.88
2019-07-01,9.2
2019-08-01,6.84
2019-09-01,6.38
2019-10-01,10.64
2019-11-01,10.17
2019-12-01,10.26
2020-01-01,9.77
2020-02-01,10.24
2020-03-01,11.06
2020-04-01,9.53
2020-05-01,8.97
2020-06-01,9.03
2020-07-01,8.52
2020-08-01,8.84
2020-09-01,8.3
2020-10-01,8.1
2020-11-01,8.13
2020-12-01,7.65
2021-01-01,7.61
2021-02-01,7.21
2021-03-01,6.68
2021-04-01,7.13
2021-05-01,6.71
2021-06-01,6.77
2021-07-01,7.13
2021-08-01,6.61
2021-09-01,6.57
2021-10-01,6.45
2021-11-01,6.13
2021-12-01,5.94
