Date,oil/day
2018-09-01,627.0
2018-10-01,550.35
2018-11-01,505.83
2018-12-01,452.45
2019-01-01,399.03
2019-02-01,328.39
2019-03-01,285.19
2019-04-01,258.77
2019-05-01,223.63
2019-06-01,147.0
2019-08-01,272.48
2019-09-01,189.37
2019-10-01,124.87
2019-11-01,99.57
2019-12-01,94.06
2020-01-01,72.87
2020-02-01,77.72
2020-03-01,73.68
2020-04-01,69.37
2020-05-01,58.26
2020-06-01,51.8
2020-07-01,45.87
2020-08-01,39.06
2020-09-01,36.77
2020-10-01,36.74
2020-11-01,32.3
2020-12-01,29.55
2021-01-01,27.71
2021-02-01,24.93
2021-03-01,20.0
2021-04-01,18.97
2021-05-01,17.48
2021-06-01,17.43
2021-07-01,14.84
2021-08-01,15.39
2021-09-01,14.53
2021-10-01,15.26
2021-11-01,15.1
2021-12-01,14.68
