Date,oil/day
2018-09-01,208.75
2018-10-01,358.58
2018-11-01,420.67
2018-12-01,495.68
2019-01-01,428.9
2019-02-01,356.68
2019-03-01,325.97
2019-04-01,307.9
2019-05-01,277.23
2019-06-01,172.0
2019-08-01,104.47
2019-09-01,117.11
2019-10-01,95.23
2019-11-01,97.0
2019-12-01,107.68
2020-01-01,96.35
2020-02-01,88.72
2020-03-01,85.81
2020-04-01,94.57
2020-05-01,94.52
2020-06-01,81.47
2020-07-01,71.74
2020-08-01,64.29
2020-09-01,60.57
2020-10-01,50.35
2020-11-01,51.33
2020-12-01,43.94
2021-01-01,46.84
2021-02-01,44.0
2021-03-01,40.03
2021-04-01,39.4
2021-05-01,28.52
2021-06-01,29.93
2021-07-01,29.13
2021-08-01,24.23
2021-09-01,23.27
2021-10-01,22.84
2021-11-01,22.07
2021-12-01,20.39
