Date,oil/day
2019-08-01,380.04
2019-09-01,544.57
2019-10-01,576.87
2019-11-01,491.5
2019-12-01,337.94
2020-01-01,248.71
2020-02-01,198.48
2020-03-01,168.68
2020-04-01,142.5
2020-05-01,127.94
2020-06-01,110.07
2020-07-01,97.45
2020-08-01,80.06
2020-09-01,76.1
2020-10-01,67.03
2020-11-01,54.13
2020-12-01,10.0
2021-01-01,52.23
2021-02-01,52.21
2021-03-01,44.77
2021-04-01,43.57
2021-05-01,38.71
2021-06-01,34.73
2021-07-01,32.65
2021-08-01,29.58
2021-09-01,27.53
2021-10-01,26.84
2021-11-01,25.8
2021-12-01,17.71
