Date,oil/day
2019-08-01,366.0
2019-09-01,501.15
2019-10-01,576.96
2019-11-01,490.5
2019-12-01,355.9
2020-01-01,316.71
2020-02-01,238.45
2020-03-01,167.87
2020-04-01,139.7
2020-05-01,115.29
2020-06-01,99.77
2020-07-01,84.58
2020-08-01,75.32
2020-09-01,74.9
2020-10-01,74.0
2020-11-01,64.0
2020-12-01,54.29
2021-01-01,70.58
2021-02-01,71.96
2021-03-01,68.81
2021-04-01,64.37
2021-05-01,53.84
2021-06-01,45.53
2021-07-01,42.45
2021-08-01,38.32
2021-09-01,35.47
2021-10-01,34.65
2021-11-01,31.67
2021-12-01,29.1
