Date,oil/day
2019-08-01,412.88
2019-09-01,588.83
2019-10-01,695.74
2019-11-01,539.13
2019-12-01,325.13
2020-01-01,262.03
2020-02-01,182.24
2020-03-01,140.94
2020-04-01,108.47
2020-05-01,93.77
2020-06-01,77.57
2020-07-01,66.84
2020-08-01,51.61
2020-09-01,59.67
2020-10-01,50.13
2020-11-01,41.03
2020-12-01,37.84
2021-01-01,39.03
2021-02-01,35.07
2021-03-01,25.81
2021-04-01,28.57
2021-05-01,25.71
2021-06-01,26.2
2021-07-01,24.77
2021-08-01,22.23
2021-09-01,20.7
2021-10-01,21.06
2021-11-01,20.3
2021-12-01,18.74
