Date,oil/day
2019-08-01,290.46
2019-09-01,408.43
2019-10-01,552.48
2019-11-01,491.53
2019-12-01,322.97
2020-01-01,251.48
2020-02-01,227.52
2020-03-01,210.55
2020-04-01,193.8
2020-05-01,131.74
2020-06-01,144.8
2020-07-01,130.0
2020-08-01,115.35
2020-09-01,101.97
2020-10-01,93.87
2020-11-01,83.3
2020-12-01,26.28
2021-01-01,53.06
2021-02-01,39.46
2021-03-01,67.81
2021-04-01,73.63
2021-05-01,60.9
2021-06-01,56.27
2021-07-01,52.48
2021-08-01,46.97
2021-09-01,44.7
2021-10-01,42.9
2021-11-01,41.27
2021-12-01,39.94
