Date,oil/day
2018-09-01,631.6
2018-10-01,583.87
2018-11-01,504.23
2018-12-01,423.29
2019-01-01,351.84
2019-02-01,265.07
2019-03-01,220.23
2019-04-01,177.5
2019-05-01,155.23
2019-06-01,97.33
2019-08-01,21.29
2019-09-01,130.67
2019-10-01,141.74
2019-11-01,138.77
2019-12-01,129.84
2020-01-01,117.0
2020-02-01,101.28
2020-03-01,84.16
2020-04-01,73.83
2020-05-01,61.06
2020-06-01,49.33
2020-07-01,41.58
2020-08-01,37.58
2020-09-01,36.53
2020-10-01,35.39
2020-11-01,31.53
2020-12-01,28.61
2021-01-01,27.71
2021-02-01,25.93
2021-03-01,21.0
2021-04-01,23.07
2021-05-01,21.0
2021-06-01,20.5
2021-07-01,20.1
2021-08-01,17.43
2021-09-01,16.2
2021-10-01,16.13
2021-11-01,13.47
2021-12-01,15.45
