Date,oil/day
2019-07-01,13.83
2019-08-01,303.06
2019-09-01,486.53
2019-10-01,469.61
2019-11-01,387.13
2019-12-01,325.19
2020-01-01,427.03
2020-02-01,230.76
2020-03-01,180.23
2020-04-01,146.87
2020-05-01,134.87
2020-06-01,119.77
2020-07-01,104.9
2020-08-01,94.52
2020-09-01,89.37
2020-10-01,81.13
2020-11-01,73.33
2020-12-01,62.26
2021-01-01,58.61
2021-02-01,55.04
2021-03-01,55.71
2021-04-01,50.17
2021-05-01,46.32
2021-06-01,44.1
2021-07-01,41.77
2021-08-01,39.55
2021-09-01,37.9
2021-10-01,35.58
2021-11-01,35.3
2021-12-01,33.03
