Date,oil/day
2019-07-01,549.39
2019-08-01,517.77
2019-09-01,469.97
2019-10-01,342.26
2019-11-01,247.27
2019-12-01,215.39
2020-01-01,159.29
2020-02-01,129.69
2020-03-01,124.13
2020-04-01,111.23
2020-05-01,92.0
2020-06-01,80.63
2020-07-01,75.61
2020-08-01,67.26
2020-09-01,61.4
2020-10-01,56.9
2020-11-01,50.73
2020-12-01,45.71
2021-01-01,44.29
2021-02-01,43.54
2021-03-01,36.52
2021-04-01,38.13
2021-05-01,36.35
2021-06-01,35.67
2021-07-01,34.45
2021-08-01,35.1
2021-09-01,33.23
2021-10-01,33.84
2021-11-01,30.17
2021-12-01,30.32
